epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
3,0.9592046141624451,9.999999747378752e-05,0.11414624005556107,0.980861246585846,0.06997290998697281
4,0.9938499331474304,9.999999747378752e-05,0.020375216379761696,0.9846889972686768,0.05430734157562256
5,0.9965149760246277,9.999999747378752e-05,0.01156557910144329,0.9885167479515076,0.0426473394036293
6,0.999180018901825,9.999999747378752e-05,0.004230544436722994,0.9894737005233765,0.03171158954501152
7,0.999180018901825,9.999999747378752e-05,0.005748819559812546,0.9952152967453003,0.02855365164577961
8,0.998769998550415,9.999999747378752e-05,0.0035567614249885082,0.9961722493171692,0.01654897816479206
9,0.9997950196266174,9.999999747378752e-05,0.0018986070062965155,0.9952152967453003,0.016896899789571762
10,0.9993849992752075,9.999999747378752e-05,0.0026707518845796585,0.9961722493171692,0.012968724593520164
11,0.9989749789237976,9.999999747378752e-05,0.0027987936045974493,0.9952152967453003,0.013416704721748829
12,0.999180018901825,9.999999747378752e-05,0.0035328655503690243,0.9961722493171692,0.01491172332316637
13,0.998769998550415,9.999999747378752e-05,0.003712658304721117,0.9961722493171692,0.011823932640254498
14,0.9993849992752075,9.999999747378752e-05,0.0018865189049392939,0.9952152967453003,0.011835373938083649
15,1.0,9.999999747378752e-05,0.0004320358857512474,0.9971292018890381,0.007269853726029396
16,0.9997950196266174,9.999999747378752e-05,0.0008817714988254011,0.9952152967453003,0.01271106768399477
17,0.9997950196266174,9.999999747378752e-05,0.0006557743181474507,0.9961722493171692,0.010528387501835823
18,0.9989749789237976,9.999999747378752e-05,0.0019461690681055188,0.9971292018890381,0.006930807139724493
19,0.9993849992752075,9.999999747378752e-05,0.0016991972224786878,0.9971292018890381,0.006075183395296335
20,0.999180018901825,9.999999747378752e-05,0.002585639711469412,0.9971292018890381,0.005892081186175346
21,0.9995899796485901,9.999999747378752e-05,0.0015321557875722647,0.9980860948562622,0.004749871790409088
22,0.9997950196266174,9.999999747378752e-05,0.0007931225118227303,0.9980860948562622,0.011488930322229862
23,0.9995899796485901,9.999999747378752e-05,0.0007025765371508896,0.9980860948562622,0.006305227521806955
24,0.9989749789237976,9.999999747378752e-05,0.004337545949965715,0.9980860948562622,0.010633934289216995
25,0.9993849992752075,4.999999873689376e-05,0.0013583013787865639,0.9990430474281311,0.0018722754903137684
26,1.0,4.999999873689376e-05,0.0005118249682709575,0.9990430474281311,0.002769480226561427
27,0.9997950196266174,4.999999873689376e-05,0.0005376979243010283,1.0,0.0016025446821004152
28,1.0,4.999999873689376e-05,0.0003573993453755975,0.9990430474281311,0.0018410132033750415
29,1.0,4.999999873689376e-05,9.146481170319021e-05,1.0,0.0012408073525875807
